,player_height
804,190.5
805,210.82
806,205.74
807,213.36
808,193.04
809,190.5
810,193.04
811,203.2
812,203.2
813,213.36
814,193.04
815,198.12
816,203.2
817,200.66
818,182.88
819,210.82
820,203.2
821,193.04
822,213.36
823,190.5
824,198.12
825,195.58
826,213.36
827,200.66
828,190.5
829,213.36
830,203.2
831,200.66
832,213.36
833,193.04
834,182.88
835,195.58
836,213.36
837,185.42
838,200.66
839,198.12
840,205.74
841,203.2
842,185.42
843,185.42
844,203.2
845,203.2
846,193.04
847,195.58
848,187.96
849,208.28
850,208.28
851,198.12
852,193.04
853,210.82
854,208.28
855,195.58
856,193.04
857,200.66
858,205.74
859,203.2
860,208.28
861,203.2
862,195.58
863,208.28
864,210.82
865,193.04
866,198.12
867,218.44
868,213.36
869,205.74
870,203.2
871,195.58
872,208.28
873,190.5
874,208.28
875,210.82
876,210.82
877,187.96
878,195.58
879,208.28
880,205.74
881,198.12
882,205.74
883,185.42
884,177.8
885,198.12
886,200.66
887,203.2
888,218.44
889,198.12
890,195.58
891,190.5
892,200.66
893,200.66
894,205.74
895,210.82
896,210.82
897,198.12
898,200.66
899,213.36
900,210.82
901,208.28
902,195.58
903,198.12
904,205.74
905,205.74
906,220.98
907,205.74
908,180.34
909,187.96
910,205.74
911,205.74
912,213.36
913,205.74
914,213.36
915,203.2
916,187.96
917,210.82
918,193.04
919,203.2
920,195.58
921,185.42
922,195.58
923,195.58
924,208.28
925,190.5
926,198.12
927,208.28
928,200.66
929,185.42
930,193.04
931,193.04
932,210.82
933,200.66
934,190.5
935,190.5
936,198.12
937,210.82
938,180.34
939,203.2
940,200.66
941,208.28
942,185.42
943,180.34
944,177.8
945,208.28
946,200.66
947,203.2
948,210.82
949,193.04
950,187.96
951,190.5
952,210.82
953,213.36
954,198.12
955,190.5
956,205.74
957,210.82
958,208.28
959,203.2
960,200.66
961,203.2
962,200.66
963,208.28
964,182.88
965,210.82
966,203.2
967,205.74
968,205.74
969,190.5
970,205.74
971,213.36
972,180.34
973,200.66
974,203.2
975,205.74
976,187.96
977,210.82
978,210.82
979,198.12
980,205.74
981,210.82
982,198.12
983,208.28
984,193.04
985,182.88
986,213.36
987,210.82
988,208.28
989,208.28
990,213.36
991,185.42
992,198.12
993,220.98
994,203.2
995,210.82
996,213.36
997,198.12
998,208.28
999,203.2
1000,193.04
1001,213.36
1002,215.9
1003,208.28
1004,193.04
1005,200.66
1006,210.82
1007,193.04
1008,177.8
1009,182.88
1010,198.12
1011,205.74
1012,190.5
1013,208.28
1014,193.04
1015,205.74
1016,205.74
1017,205.74
1018,198.12
1019,182.88
1020,208.28
1021,193.04
1022,195.58
1023,205.74
1024,208.28
1025,200.66
1026,210.82
1027,200.66
1028,205.74
1029,205.74
1030,190.5
1031,205.74
1032,198.12
1033,193.04
1034,205.74
1035,180.34
1036,193.04
1037,208.28
1038,205.74
1039,205.74
1040,180.34
1041,198.12
1042,218.44
1043,203.2
1044,215.9
1045,190.5
1046,180.34
1047,187.96
1048,213.36
1049,203.2
1050,185.42
1051,185.42
1052,208.28
1053,228.6
1054,205.74
1055,215.9
1056,205.74
1057,195.58
1058,205.74
1059,205.74
1060,185.42
1061,195.58
1062,205.74
1063,190.5
1064,193.04
1065,208.28
1066,208.28
1067,208.28
1068,198.12
1069,187.96
1070,208.28
1071,208.28
1072,215.9
1073,200.66
1074,190.5
1075,200.66
1076,205.74
1077,195.58
1078,210.82
1079,200.66
1080,182.88
1081,213.36
1082,203.2
1083,208.28
1084,187.96
1085,187.96
1086,213.36
1087,190.5
1088,195.58
1089,195.58
1090,195.58
1091,203.2
1092,205.74
1093,195.58
1094,210.82
1095,195.58
1096,210.82
1097,193.04
1098,213.36
1099,190.5
1100,200.66
1101,200.66
1102,205.74
1103,205.74
1104,203.2
1105,200.66
1106,195.58
1107,185.42
1108,200.66
1109,205.74
1110,185.42
1111,187.96
1112,185.42
1113,208.28
1114,210.82
1115,205.74
1116,218.44
1117,195.58
1118,200.66
1119,203.2
1120,210.82
1121,198.12
1122,195.58
1123,187.96
1124,185.42
1125,160.02
1126,208.28
1127,200.66
1128,223.52
1129,208.28
1130,187.96
1131,203.2
1132,190.5
1133,200.66
1134,198.12
1135,198.12
1136,200.66
1137,210.82
1138,203.2
1139,200.66
1140,198.12
1141,210.82
1142,190.5
1143,193.04
1144,200.66
1145,200.66
1146,205.74
1147,205.74
1148,210.82
1149,200.66
1150,208.28
1151,200.66
1152,203.2
1153,208.28
1154,190.5
1155,193.04
1156,193.04
1157,193.04
1158,208.28
1159,185.42
1160,198.12
1161,185.42
1162,213.36
1163,205.74
1164,205.74
1165,208.28
1166,210.82
1167,205.74
1168,213.36
1169,213.36
1170,200.66
1171,205.74
1172,208.28
1173,208.28
1174,185.42
1175,203.2
1176,210.82
1177,210.82
1178,187.96
1179,193.04
1180,208.28
1181,210.82
1182,213.36
1183,195.58
1184,193.04
1185,200.66
1186,200.66
1187,185.42
1188,195.58
1189,210.82
1190,200.66
1191,182.88
1192,213.36
1193,185.42
1194,200.66
1195,213.36
1196,190.5
1197,193.04
1198,203.2
1199,210.82
1200,190.5
1201,210.82
1202,205.74
1203,198.12
1204,193.04
1205,213.36
1206,190.5
1207,193.04
1208,203.2
1209,203.2
1210,203.2
1211,193.04
1212,198.12
1213,205.74
1214,231.14
1215,203.2
1216,200.66
1217,203.2
1218,205.74
1219,193.04
1220,213.36
1221,198.12
1222,200.66
1223,182.88
1224,210.82
1225,187.96
1226,195.58
1227,200.66
1228,203.2
1229,195.58
1230,185.42
1231,193.04
1232,205.74
1233,208.28
1234,208.28
1235,208.28
1236,205.74
1237,218.44
1238,213.36
1239,203.2
1240,208.28
1241,203.2
1242,205.74
1243,198.12
1244,190.5
1245,198.12
1246,195.58
1247,213.36
1248,200.66
1249,218.44
1250,165.1
1251,190.5
1252,185.42
1253,185.42
1254,210.82
1255,218.44
1256,215.9
1257,200.66
1258,205.74
1259,198.12
1260,198.12
1261,215.9
1262,195.58
1263,190.5
1264,213.36
1265,208.28
1266,210.82
1267,213.36
1268,187.96
1269,210.82
1270,195.58
1271,205.74
1272,205.74
1273,200.66
1274,205.74
1275,195.58
1276,210.82
1277,198.12
1278,205.74
1279,205.74
1280,203.2
1281,198.12
1282,220.98
1283,208.28
1284,185.42
1285,205.74
1286,208.28
1287,190.5
1288,213.36
1289,205.74
1290,190.5
1291,210.82
1292,198.12
1293,208.28
1294,210.82
1295,187.96
1296,195.58
1297,208.28
1298,195.58
1299,203.2
1300,208.28
1301,185.42
1302,205.74
1303,203.2
1304,203.2
1305,195.58
1306,187.96
1307,203.2
1308,200.66
1309,198.12
1310,203.2
1311,193.04
1312,200.66
1313,185.42
1314,205.74
1315,193.04
1316,193.04
1317,198.12
1318,190.5
1319,208.28
1320,193.04
1321,190.5
1322,198.12
1323,195.58
1324,213.36
1325,165.1
1326,198.12
1327,205.74
1328,213.36
1329,193.04
1330,182.88
1331,203.2
1332,195.58
1333,213.36
1334,185.42
1335,200.66
1336,190.5
1337,203.2
1338,210.82
1339,190.5
1340,210.82
1341,205.74
1342,210.82
1343,198.12
1344,198.12
1345,213.36
1346,205.74
1347,203.2
1348,195.58
1349,205.74
1350,210.82
1351,190.5
1352,187.96
1353,195.58
1354,200.66
1355,203.2
1356,195.58
1357,185.42
1358,203.2
1359,205.74
1360,208.28
1361,193.04
1362,208.28
1363,208.28
1364,203.2
1365,200.66
1366,205.74
1367,218.44
1368,195.58
1369,213.36
1370,208.28
1371,200.66
1372,193.04
1373,193.04
1374,190.5
1375,203.2
1376,203.2
1377,203.2
1378,198.12
1379,203.2
1380,193.04
1381,187.96
1382,187.96
1383,185.42
1384,210.82
1385,193.04
1386,193.04
1387,208.28
1388,195.58
1389,210.82
1390,200.66
1391,205.74
1392,198.12
1393,198.12
1394,215.9
1395,210.82
1396,208.28
1397,200.66
1398,203.2
1399,205.74
1400,185.42
1401,205.74
1402,193.04
1403,203.2
1404,203.2
1405,203.2
1406,205.74
1407,231.14
1408,203.2
1409,200.66
1410,203.2
1411,205.74
1412,185.42
1413,185.42
1414,193.04
1415,218.44
1416,213.36
1417,203.2
1418,187.96
1419,190.5
1420,208.28
1421,187.96
1422,195.58
1423,208.28
1424,195.58
1425,195.58
1426,210.82
1427,215.9
1428,200.66
1429,180.34
1430,203.2
1431,205.74
1432,205.74
1433,220.98
1434,205.74
1435,180.34
1436,187.96
1437,190.5
1438,205.74
1439,205.74
1440,213.36
1441,205.74
1442,213.36
1443,205.74
1444,187.96
1445,203.2
1446,195.58
1447,185.42
1448,195.58
1449,195.58
1450,213.36
1451,198.12
1452,185.42
1453,210.82
1454,205.74
1455,193.04
1456,205.74
1457,205.74
1458,208.28
1459,195.58
1460,205.74
1461,205.74
1462,220.98
1463,198.12
1464,182.88
1465,208.28
1466,195.58
1467,205.74
1468,177.8
1469,187.96
1470,210.82
1471,200.66
1472,205.74
1473,205.74
1474,185.42
1475,190.5
1476,203.2
1477,205.74
1478,198.12
1479,193.04
1480,205.74
1481,208.28
1482,208.28
1483,205.74
1484,205.74
1485,182.88
1486,210.82
1487,203.2
1488,180.34
1489,203.2
1490,200.66
1491,208.28
1492,198.12
1493,198.12
1494,208.28
1495,200.66
1496,185.42
1497,193.04
1498,210.82
1499,200.66
1500,190.5
1501,177.8
1502,198.12
1503,180.34
1504,208.28
1505,200.66
1506,208.28
1507,185.42
1508,208.28
1509,200.66
1510,200.66
1511,187.96
1512,200.66
1513,218.44
1514,213.36
1515,195.58
1516,190.5
1517,200.66
1518,208.28
1519,200.66
1520,210.82
1521,210.82
1522,200.66
1523,198.12
1524,200.66
1525,205.74
1526,190.5
1527,187.96
1528,190.5
1529,210.82
1530,213.36
1531,198.12
1532,190.5
1533,205.74
1534,210.82
1535,208.28
1536,198.12
1537,205.74
1538,187.96
1539,195.58
1540,200.66
1541,200.66
1542,205.74
1543,205.74
1544,210.82
1545,200.66
1546,205.74
1547,208.28
1548,200.66
1549,203.2
1550,208.28
1551,208.28
1552,185.42
1553,198.12
1554,215.9
1555,205.74
1556,228.6
1557,208.28
1558,200.66
1559,185.42
1560,203.2
1561,213.36
1562,187.96
1563,193.04
1564,190.5
1565,190.5
1566,195.58
1567,200.66
1568,193.04
1569,193.04
1570,198.12
1571,193.04
1572,200.66
1573,205.74
1574,200.66
1575,223.52
1576,208.28
1577,187.96
1578,203.2
1579,190.5
1580,195.58
1581,200.66
1582,198.12
1583,198.12
1584,200.66
1585,203.2
1586,208.28
1587,198.12
1588,190.5
1589,200.66
1590,210.82
1591,190.5
1592,190.5
1593,203.2
1594,213.36
1595,185.42
1596,198.12
1597,205.74
1598,198.12
1599,182.88
1600,193.04
1601,210.82
1602,200.66
1603,193.04
1604,208.28
1605,215.9
1606,205.74
1607,195.58
1608,213.36
1609,190.5
1610,193.04
1611,200.66
1612,203.2
1613,208.28
1614,187.96
1615,198.12
1616,213.36
1617,180.34
1618,190.5
1619,200.66
1620,203.2
1621,198.12
1622,180.34
1623,205.74
1624,208.28
1625,190.5
1626,208.28
1627,218.44
1628,213.36
1629,182.88
1630,200.66
1631,193.04
1632,193.04
1633,208.28
1634,198.12
1635,198.12
1636,210.82
1637,213.36
1638,208.28
1639,205.74
1640,210.82
1641,210.82
1642,187.96
1643,205.74
1644,205.74
1645,218.44
1646,210.82
1647,213.36
1648,210.82
1649,205.74
1650,203.2
1651,208.28
1652,200.66
1653,208.28
1654,195.58
1655,195.58
1656,200.66
1657,195.58
1658,205.74
1659,203.2
1660,187.96
1661,210.82
1662,205.74
1663,205.74
1664,218.44
1665,195.58
1666,200.66
1667,203.2
1668,190.5
1669,210.82
1670,198.12
1671,195.58
1672,205.74
1673,200.66
1674,187.96
1675,190.5
1676,190.5
1677,185.42
1678,205.74
1679,205.74
1680,200.66
1681,205.74
1682,195.58
1683,210.82
1684,198.12
1685,203.2
1686,205.74
1687,205.74
1688,205.74
1689,208.28
1690,210.82
1691,195.58
1692,185.42
1693,203.2
1694,210.82
1695,195.58
1696,210.82
1697,185.42
1698,193.04
1699,213.36
1700,220.98
1701,187.96
1702,200.66
1703,190.5
1704,208.28
1705,198.12
1706,185.42
1707,205.74
1708,213.36
1709,205.74
1710,205.74
1711,208.28
1712,210.82
1713,205.74
1714,213.36
1715,200.66
1716,205.74
1717,205.74
1718,208.28
1719,203.2
1720,200.66
1721,210.82
1722,187.96
1723,210.82
1724,187.96
1725,193.04
1726,208.28
1727,160.02
1728,185.42
1729,185.42
1730,203.2
1731,208.28
1732,208.28
1733,208.28
1734,208.28
1735,215.9
1736,200.66
1737,190.5
1738,205.74
1739,198.12
1740,205.74
1741,195.58
1742,205.74
1743,195.58
1744,200.66
1745,182.88
1746,213.36
1747,205.74
1748,203.2
1749,208.28
1750,187.96
1751,213.36
1752,190.5
1753,205.74
1754,195.58
1755,210.82
1756,213.36
1757,195.58
1758,203.2
1759,195.58
1760,198.12
1761,218.44
1762,195.58
1763,210.82
1764,208.28
1765,203.2
1766,203.2
1767,205.74
1768,198.12
1769,190.5
1770,198.12
1771,210.82
1772,213.36
1773,165.1
1774,182.88
1775,185.42
1776,200.66
1777,205.74
1778,203.2
1779,213.36
1780,193.04
1781,182.88
1782,203.2
1783,195.58
1784,203.2
1785,208.28
1786,195.58
1787,208.28
1788,180.34
1789,215.9
1790,208.28
1791,203.2
1792,208.28
1793,205.74
1794,185.42
1795,180.34
1796,200.66
1797,203.2
1798,215.9
1799,213.36
1800,195.58
1801,195.58
1802,195.58
1803,210.82
1804,187.96
1805,195.58
1806,205.74
1807,195.58
1808,185.42
1809,205.74
1810,208.28
1811,193.04
1812,185.42
1813,213.36
1814,198.12
1815,203.2
1816,208.28
1817,187.96
1818,220.98
1819,210.82
1820,213.36
1821,187.96
1822,213.36
1823,198.12
1824,215.9
1825,208.28
1826,203.2
1827,200.66
1828,193.04
1829,190.5
1830,213.36
1831,215.9
1832,208.28
1833,193.04
1834,198.12
1835,210.82
1836,193.04
1837,177.8
1838,182.88
1839,190.5
1840,203.2
1841,210.82
1842,213.36
1843,185.42
1844,210.82
1845,190.5
1846,210.82
1847,205.74
1848,210.82
1849,195.58
1850,213.36
1851,195.58
1852,218.44
1853,190.5
1854,190.5
1855,193.04
1856,203.2
1857,203.2
1858,205.74
1859,203.2
1860,200.66
1861,203.2
1862,205.74
1863,185.42
1864,193.04
1865,210.82
1866,218.44
1867,203.2
1868,198.12
1869,198.12
1870,177.8
1871,200.66
1872,205.74
1873,185.42
1874,187.96
1875,190.5
1876,203.2
1877,205.74
1878,193.04
1879,205.74
1880,193.04
1881,205.74
1882,210.82
1883,205.74
1884,205.74
1885,220.98
1886,205.74
1887,180.34
1888,190.5
1889,205.74
1890,205.74
1891,203.2
1892,187.96
1893,203.2
1894,205.74
1895,208.28
1896,187.96
1897,195.58
1898,200.66
1899,200.66
1900,195.58
1901,205.74
1902,210.82
1903,185.42
1904,208.28
1905,205.74
1906,218.44
1907,210.82
1908,203.2
1909,195.58
1910,208.28
1911,185.42
1912,195.58
1913,205.74
1914,205.74
1915,208.28
1916,195.58
1917,205.74
1918,205.74
1919,198.12
1920,182.88
1921,208.28
1922,205.74
1923,210.82
1924,185.42
1925,213.36
1926,208.28
1927,187.96
1928,215.9
1929,200.66
1930,198.12
1931,200.66
1932,208.28
1933,182.88
1934,210.82
1935,180.34
1936,203.2
1937,200.66
1938,208.28
1939,198.12
1940,198.12
1941,208.28
1942,200.66
1943,185.42
1944,195.58
1945,193.04
1946,210.82
1947,215.9
1948,190.5
1949,177.8
1950,210.82
1951,205.74
1952,190.5
1953,198.12
1954,185.42
1955,177.8
1956,203.2
1957,205.74
1958,198.12
1959,205.74
1960,200.66
1961,218.44
1962,213.36
1963,195.58
1964,195.58
1965,190.5
1966,208.28
1967,200.66
1968,210.82
1969,210.82
1970,200.66
1971,200.66
1972,205.74
1973,187.96
1974,190.5
1975,210.82
1976,198.12
1977,200.66
1978,205.74
1979,195.58
1980,185.42
1981,190.5
1982,205.74
1983,213.36
1984,195.58
1985,205.74
1986,210.82
1987,208.28
1988,213.36
1989,200.66
1990,185.42
1991,195.58
1992,218.44
1993,205.74
1994,210.82
1995,187.96
1996,203.2
1997,205.74
1998,195.58
1999,195.58
2000,190.5
2001,200.66
2002,195.58
2003,195.58
2004,205.74
2005,208.28
2006,208.28
2007,187.96
2008,203.2
2009,195.58
2010,190.5
2011,213.36
2012,203.2
2013,190.5
2014,203.2
2015,185.42
2016,208.28
2017,203.2
2018,203.2
2019,205.74
2020,198.12
2021,182.88
2022,200.66
2023,210.82
2024,193.04
2025,195.58
2026,200.66
2027,205.74
2028,190.5
2029,200.66
2030,215.9
2031,208.28
2032,213.36
2033,185.42
2034,200.66
2035,203.2
2036,208.28
2037,215.9
2038,208.28
2039,215.9
2040,198.12
2041,198.12
2042,205.74
2043,208.28
2044,200.66
2045,210.82
2046,208.28
2047,193.04
2048,210.82
2049,185.42
2050,187.96
2051,193.04
2052,187.96
2053,213.36
2054,203.2
2055,193.04
2056,205.74
2057,187.96
2058,198.12
2059,213.36
2060,187.96
2061,195.58
2062,185.42
2063,205.74
2064,205.74
2065,200.66
2066,177.8
2067,195.58
2068,213.36
2069,187.96
2070,210.82
2071,190.5
2072,210.82
2073,205.74
2074,208.28
2075,203.2
2076,195.58
2077,210.82
2078,208.28
2079,205.74
2080,205.74
2081,203.2
2082,198.12
2083,210.82
2084,195.58
2085,200.66
2086,205.74
2087,185.42
2088,185.42
2089,203.2
2090,160.02
2091,190.5
2092,190.5
2093,208.28
2094,190.5
2095,187.96
2096,203.2
2097,203.2
2098,213.36
2099,208.28
2100,182.88
2101,210.82
2102,200.66
2103,208.28
2104,228.6
2105,205.74
2106,215.9
2107,198.12
2108,185.42
2109,208.28
2110,203.2
2111,182.88
2112,200.66
2113,208.28
2114,205.74
2115,198.12
2116,200.66
2117,180.34
2118,200.66
2119,213.36
2120,180.34
2121,190.5
2122,200.66
2123,203.2
2124,190.5
2125,205.74
2126,187.96
2127,210.82
2128,210.82
2129,205.74
2130,205.74
2131,213.36
2132,210.82
2133,198.12
2134,208.28
2135,200.66
2136,182.88
2137,213.36
2138,208.28
2139,190.5
2140,208.28
